,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,rev1,rev2,rev3,hours
0,HUbcREzTpZnLiqVcJqXmMg,la-linea-new-york,La Linea,https://s3-media3.fl.yelpcdn.com/bphoto/oiBQhTqtmf7Xg8VqaMpXSg/o.jpg,False,https://www.yelp.com/biz/la-linea-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,227,"[{'alias': 'lounges', 'title': 'Lounges'}]",3.5,"{'latitude': 40.723505, 'longitude': -73.988495}",[],$$,"{'address1': '15 1st Ave', 'address2': 'Ste 1', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['15 1st Ave', 'Ste 1', 'New York, NY 10003']}",+12127771571,(212) 777-1571,805.719033512829,"Always a go to  spot when I'm in the LES. Musics poppin. Drinks taset alrightt but gets the job done. Cleanliness, eh but it's a fun joint.","The issue I have with this bar is that it is not consistent.

I've been here on two separate occasions and received a polar opposite experience. 

The first...","Came out Saturday night with friends for birthday drinks. Definitely a good time, show up with some friends, drink, chill, and listen to some nice Hip Hop...","[{'open': [{'is_overnight': True, 'start': '1500', 'end': '0300', 'day': 0}, {'is_overnight': True, 'start': '1500', 'end': '0300', 'day': 1}, {'is_overnight': True, 'start': '1500', 'end': '0300', 'day': 2}, {'is_overnight': True, 'start': '1500', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1500', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1500', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1500', 'end': '0300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
1,XEcN3K7gIu4yC8wGB4zPjw,yn-new-york-2,YN,https://s3-media1.fl.yelpcdn.com/bphoto/7VA8UuhnZlflT6CHB56SQQ/o.jpg,False,https://www.yelp.com/biz/yn-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,209,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.7224497, 'longitude': -73.9953034}",[],$$,"{'address1': '227 Mott St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['227 Mott St', 'New York, NY 10012']}",+12122263330,(212) 226-3330,1379.3878214562226,I went there the day before they decided to close all the restaurants and bars. I was walking alone and felt pretty sad. I thought to myself the next bar I...,"My absolute favorite hole in the wall bar in The City.

FAVORITE

The place is teeny.  I come with my wife and 50/50 we get to sit down together.  If you...","Came for happy hour on Saturday night (already winning!), and had a seat at the bar. Very intimate vibe in there - you have to squeeze by the other...","[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
2,2c9dNvUT1KvkSfUBNAJ-xg,bar-cichetti-new-york,Bar Cichetti,https://s3-media2.fl.yelpcdn.com/bphoto/NAYm-5ZD1fhQ-vz-EV2ngQ/o.jpg,False,https://www.yelp.com/biz/bar-cichetti-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'bars', 'title': 'Bars'}]",5.0,"{'latitude': 40.72872, 'longitude': -74.00458}",[],,"{'address1': '220 W Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['220 W Houston St', 'New York, NY 10014']}",+12122290314,(212) 229-0314,2084.5620178176705,"This place is ""Awsome"" !!!!  I've been to Venice several times and Love the Wine Bars there. This is the only one I've seen in
New York, and let me tell...",No Review,No Review,
3,g-q-kRxdn2zh2oWOY-jKTQ,anfora-new-york,Anfora,https://s3-media3.fl.yelpcdn.com/bphoto/0KFYeF5jJxEBQtW7EFz7IQ/o.jpg,False,https://www.yelp.com/biz/anfora-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,181,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.73789, 'longitude': -74.00408}","['delivery', 'pickup']",$$,"{'address1': '34 8th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['34 8th Ave', 'New York, NY 10014']}",+12125182722,(212) 518-2722,2383.0221855337104,"This is a neighborhood hotspot, and for good reason. I stopped in for happy hour with a few friends and grabbed a spot at a high top table  in the middle of...","Great crowd - I'd say mid-30s, professionals, stylish. Nice ambiance reminiscent of most wine bars. Place filled up pretty quickly for a Wednesday.

Really...","Stumbled upon this cute little wine/cocktail bar with my friend who was visiting from out of the country last night. It's very small and intimate, and we...","[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1600', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
4,9koSLiiwQDvKvtaSkeknLw,iona-brooklyn,Iona,https://s3-media2.fl.yelpcdn.com/bphoto/PXogZbXppLcgANdLuZXOmg/o.jpg,False,https://www.yelp.com/biz/iona-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,146,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.71416, 'longitude': -73.961097}",[],$$,"{'address1': '180 Grand St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['180 Grand St', 'Brooklyn, NY 11211']}",+17183845008,(718) 384-5008,2117.5188387748117,"Fantastic bar. Great outdoor space. Good prices. I'm really can't say enough about the bar. 

We were welcomed with open arms... even a large group.",Stopped by for some drinks. I had an IPA from Finback. They've got a bunch of local options on tap in addition to finback including other half and kcbc....,"Dive bar with a fun backyard patio that's very charming. 

Swung in honestly to rest my feet after a day of playing tourist. Loved the low key vibe and laid...","[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
5,gH0tw-Quffyum8rrQgl5SA,mezcaleria-la-milagrosa-brooklyn,Mezcaleria La Milagrosa,https://s3-media4.fl.yelpcdn.com/bphoto/zfIkxUOCKDF19DRe89KnhQ/o.jpg,False,https://www.yelp.com/biz/mezcaleria-la-milagrosa-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,30,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.71172, 'longitude': -73.95734}",[],$$,"{'address1': '149 Havemeyer St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['149 Havemeyer St', 'Brooklyn, NY 11211']}",+17185991499,(718) 599-1499,2537.062021907174,"Hidden gem bar!!! It's a cash only bar, with the BEST drinks. They have a DJ starting at 11pm and it's open till 4am on the weekends.","I'm not a person to go out of my way for a speakeasy in NYC -  they tend to be super crowded and super expensive. But, after hearing of a *mezcal* speakeasy...","Went here with a friend to check out this speak-easy type bar. It is hidden in the back of an old laundromat and has a very low-key vibe inside.

I have to...",
6,jLhKLKuNPMTzAMJgEY5DsQ,monarch-restaurant-brooklyn,Monarch Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/Jir-LTh8PX5oI997OcLM_g/o.jpg,False,https://www.yelp.com/biz/monarch-restaurant-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,58,"[{'alias': 'panasian', 'title': 'Pan Asian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.71595, 'longitude': -73.96222}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '146 Metropolitan Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['146 Metropolitan Ave', 'Brooklyn, NY 11249']}",+19179091596,(917) 909-1596,1919.0827121310024,"Hot damn the pork belly buns were good.

What makes a perfect pork belly bun? The pork belly has to be crispy, but melt in your mouth. It has to be seasoned...","Monarch Theater fits in seamlessly with the scene that is Williamsburg, Brooklyn. I've lived here for over 3 years and can say that, with the ever-changing...",I came in for a Chinese New Year dinner and was thrilled to find that this is elevated Asian cuisine served alongside an excellent cocktail program.  The...,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
7,OwDRIugcA4LkUuTRqpJsog,naked-dog-greenpoint,Naked Dog,https://s3-media1.fl.yelpcdn.com/bphoto/_VLC38vhEz3AFXGKYnOzwQ/o.jpg,False,https://www.yelp.com/biz/naked-dog-greenpoint?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,201,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.7312720665479, 'longitude': -73.9593493647979}","['delivery', 'pickup']",$$,"{'address1': '47 Java St', 'address2': '', 'address3': '', 'city': 'Greenpoint', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['47 Java St', 'Greenpoint, NY 11222']}",+19293378096,(929) 337-8096,1807.3930788903606,"My husband and I have been going to Naked Dog essentially since the restaurant opened.  I rarely ever take the time to write reviews.  
Ceci and her staff,...",4.5/5 stars. Came here for a group dinner on a rainy Friday night at 9:00pm. The restaurant was full when we arrived. It was buzzing with energy and super...,"Good Italian fare, in friendly environs...
There are plenty of Italian restaurants in NYC, but precious few where you can get _actually_ good ravioli. Which...","[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
8,senX8w2mEBIjurVgmHRt0g,pier-63-at-hudson-river-park-new-york,Pier 63 at Hudson River Park,https://s3-media3.fl.yelpcdn.com/bphoto/Tb32g4C8nj6d8G0T6-W2KA/o.jpg,False,https://www.yelp.com/biz/pier-63-at-hudson-river-park-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,9,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.5,"{'latitude': 40.743097, 'longitude': -73.99333}",[],$,"{'address1': 'W 23rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['W 23rd St', 'New York, NY 10011']}",+12129896363,(212) 989-6363,2136.583306992638,This place is wonder i like seeing those cool boots with sharks on them go by and them helicopters flying about they have a big grass area were u can sit...,"Came here for a run on Saturday morning because the weather was warm and beautiful! There were so many people biking, walking and running. I loved that...","Summertime sunset movies in the park! Always something pretty amazing showing!! Something to look forward to for a date, girls night out, family bonding...",
9,z311Zsj8goA9SzsoVe_Zxw,one-and-one-new-york-3,ONE AND ONE,https://s3-media4.fl.yelpcdn.com/bphoto/LeACQR3pE2mDnMhblkXTBg/o.jpg,False,https://www.yelp.com/biz/one-and-one-new-york-3?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,386,"[{'alias': 'lounges', 'title': 'Lounges'}]",3.0,"{'latitude': 40.7233026, 'longitude': -73.9881999}",[],$$,"{'address1': '12 First Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['12 First Ave', 'New York, NY 10009']}",+12125989126,(212) 598-9126,794.2786617993503,This is definitely my new go to spot if I need a convenient place to go dancing! I love it here! There's no mandatory coat check or cover fee and yet the...,"10 min to wait for a drink without calling attention to myself.

Honestly, not good in my book. Usually approached in 5 min or less, so automatic minus 3...","If you are to come here, I recommend it for the drinks only. The food has never been a stand out for me, but I keep returning because of their awesome...","[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
