,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,rev1,rev2,rev3,hours
0,KMxoDwzlpa_PTw3AoGfq2w,johnnys-bar-new-york,Johnny's Bar,https://s3-media4.fl.yelpcdn.com/bphoto/zD04mi0wg69M7pIjhzCN8A/o.jpg,False,https://www.yelp.com/biz/johnnys-bar-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,238,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",4.0,"{'latitude': 40.73787, 'longitude': -74.0016799}",[],$,"{'address1': '90 Greenwich Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['90 Greenwich Ave', 'New York, NY 10011']}",+12127415279,(212) 741-5279,2210.4390890307263,"Cool Dive bar off Greenwich Ave. About what you would expect from a dive. Kind of small narrow bar area with dim lighting, graffiti, that everything under...","This place is cute, quaint, divey. The bartender acted disinterested in being there and came off as grumpy. It was busy tho, luckily found a spot at the bar.",You get what you give at Johnny's. I wasn't expecting anything amazing at this tiny dive bar... just a strong drink with low prices. I got the strong drink...,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
1,QKVOdHaw54-DmYB9Dw2LOg,parish-new-york-new-york,Parish New York,https://s3-media2.fl.yelpcdn.com/bphoto/-kwB7N2FQBhEiOJ8ilgEsw/o.jpg,False,https://www.yelp.com/biz/parish-new-york-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,35,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.720525, 'longitude': -73.988734}","['pickup', 'delivery']",$$,"{'address1': '146 Orchard St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['146 Orchard St', 'New York, NY 10002']}",+12127060050,(212) 706-0050,1016.0425589898756,"FYI, this is referencing the booth at World Trade Center's Smorgasburg. There will only be one more Friday session in October 2019 before Smorgasburg closes...","My partner purchased a voucher on Pulsd, and made a reservation for brunch when it was still active and trending. When we arrived, the place was closed, and...","Cute establishment and they have happy hours until 8 pm. I enjoyed the Louisiana style wings because of the favor. However, there was some problems. The...","[{'open': [{'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
2,-qFxn2cNmCyTC4hNKWsLLg,bravado-international-manhattan,Bravado International,https://s3-media2.fl.yelpcdn.com/bphoto/Nx21cHDEXztbeAFc-lszhA/o.jpg,False,https://www.yelp.com/biz/bravado-international-manhattan?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,1,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'graphicdesign', 'title': 'Graphic Design'}]",5.0,"{'latitude': 40.74444, 'longitude': -73.98726}",[],,"{'address1': '245 5th Ave', 'address2': '', 'address3': '', 'city': 'Manhattan', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['245 5th Ave', 'Manhattan, NY 10016']}",+12124453400,(212) 445-3400,2048.1115338504947,Bravado is the premier music merchandising company in the world.,No Review,No Review,
3,Gey_giAxXSzPbpVigXV9jQ,paddy-maguires-ale-house-new-york,Paddy Maguire's Ale House,https://s3-media1.fl.yelpcdn.com/bphoto/wKFhzMgK7IkuD_L4j_1Bsw/o.jpg,False,https://www.yelp.com/biz/paddy-maguires-ale-house-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,82,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",4.0,"{'latitude': 40.7364240384139, 'longitude': -73.9848463081818}",[],$,"{'address1': '237 3rd Ave Frnt', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['237 3rd Ave Frnt', 'New York, NY 10003']}",+12122530031,(212) 253-0031,1149.7203540789342,"Rolf's may be down the street with some epic Christmas decorations, but Paddy Maguire has no line to enter, no outrageously, overpriced drinks, and AMAZING...",Best Christmas bar in NYC - You have to check this place out. Love the lights and hanging ornaments. See picture of the boys in action. Ho Ho Ho and Merry...,Typical local Irish pub - blew in for a couple of pints after work. The interior is festive and features a pair of pool-tables. A couple of guys with...,"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
4,OWk0cK23jsgDErVl7zOd7Q,paddy-reillys-music-bar-new-york,Paddy Reilly's Music Bar,https://s3-media4.fl.yelpcdn.com/bphoto/yQ7OGzid-Ofqx-VubnMMQQ/o.jpg,False,https://www.yelp.com/biz/paddy-reillys-music-bar-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,95,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",4.0,"{'latitude': 40.74166, 'longitude': -73.97851}",[],$$,"{'address1': '519 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['519 2nd Ave', 'New York, NY 10016']}",+12126861210,(212) 686-1210,1660.8296509302268,"Proper pint of Guinness, friendly shit talking amongst regulars and staff, live music. If you need anything else to have a good time we are very likely not...","What a fun time we had a Paddy's!!! What can I tell you...  We came across this pub accidentally, as it was around the corner from our Airbnb, east side of...","If you like Guinness liked I do, Paddy Reilly is your  bar to go to.  The staff is friendly with a great smile serving up a cold pint.  The juke box is...","[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
5,56no_OUGjfBV0ifQAwOMLg,broken-land-brooklyn,Broken Land,https://s3-media1.fl.yelpcdn.com/bphoto/rjkZ_IdG0z6brQvOjrPCBw/o.jpg,False,https://www.yelp.com/biz/broken-land-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,74,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.729515, 'longitude': -73.957791}",[],$$,"{'address1': '105 Franklin St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['105 Franklin St', 'Brooklyn, NY 11222']}",+17183492901,(718) 349-2901,1892.7956764994765,"Love this spot! We've been coming here for over a year now quite frequently and it's become our go-to spot. Great relaxed atmosphere, friendly bartenders....",Perfect patio for a group of friends! Decent drinks and comfortable atmosphere. Like hanging out in your own backyard.,"All i can say is .. IT'S SNOWING UP IN HERE. (Every POC's thought upon entry, all jokes. PlzZz don't get offended and report me)

Chill spot with a rustic...","[{'open': [{'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
6,SX5iFtG5Vq3Ehtw95JCbaA,pencil-factory-bar-brooklyn,Pencil Factory Bar,https://s3-media1.fl.yelpcdn.com/bphoto/P6Kd4eK75DZs2qM1iqstjw/o.jpg,False,https://www.yelp.com/biz/pencil-factory-bar-brooklyn?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,128,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.729765, 'longitude': -73.957326}",[],$,"{'address1': '142 Franklin St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['142 Franklin St', 'Brooklyn, NY 11222']}",+17186095858,(718) 609-5858,1937.2457806928576,I was at the Brooklyn Expo Center a few blocks away for an event when the craving for a cocktail hit. I saw this spot on Yelp so figured why not. The...,Cool bar situated on the corner with sidewalk seating. I came here with my mom for a quick drink. You walk in and seat yourself. There are wooden benches...,"The bar has lots of wood surfaces and looks ""old"" but it may be a modern take on older decor.  Saturday about Noon, the place was moderately busy.  I had an...","[{'open': [{'is_overnight': True, 'start': '1330', 'end': '0300', 'day': 0}, {'is_overnight': True, 'start': '1330', 'end': '0300', 'day': 1}, {'is_overnight': True, 'start': '1330', 'end': '0300', 'day': 2}, {'is_overnight': True, 'start': '1330', 'end': '0300', 'day': 3}, {'is_overnight': True, 'start': '1300', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1300', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1300', 'end': '0300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
7,XZBxx5rdGBBnT2RPSdV8EQ,the-spring-lounge-new-york,The Spring Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/l4M67dGVTrzowSamMXzGFg/o.jpg,False,https://www.yelp.com/biz/the-spring-lounge-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,244,"[{'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 40.7219399, 'longitude': -73.99642}",[],$$,"{'address1': '48 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['48 Spring St', 'New York, NY 10012']}",,,1492.2949882252485,This gets 4 stars for service and selection....for a place my husband and son could sit and wait while I was shopping in Chinatown!  The staff was friendly...,"First bar I checked out during a weekend getaway in NYC. Had dinner reservations at Balthazar and needed to kill some time.

This place was poppin! Really...",We were looking for a bar to have a few drinks at with a group of friends while visiting the area.  The Spring Lounge seemed like fun spot so we came in!...,"[{'open': [{'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
8,sAHHolV823rtvXdH0Fd3zg,the-magician-new-york,The Magician,https://s3-media4.fl.yelpcdn.com/bphoto/d7YwEHaSYuZKEBRWtVaL7Q/o.jpg,False,https://www.yelp.com/biz/the-magician-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,172,"[{'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 40.71993, 'longitude': -73.98726}",[],$,"{'address1': '118 Rivington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['118 Rivington St', 'New York, NY 10002']}",+12126737851,(212) 673-7851,982.7313306926422,Great little dive bar on the LES. Simple selection of beers and liquor. Quality service from the bartenders. Excellent space and tables for groups. The only...,"The Magician bar likes to pull the ""door magic trick."" The short woman with a hat working the front door asks you for your ID upon entry. WARNING: They...","Wow, where can you get a $4 gin and tonic in the East Village anymore?  I came here with my wife yesterday to kill some time before a dinner reservation....","[{'open': [{'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1500', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1500', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
9,GrpKBtmPU7Ejl_TZ7XJ7Qg,mezzrow-new-york,Mezzrow,https://s3-media3.fl.yelpcdn.com/bphoto/F6XNvkhQ9EhRRzEo_4P32A/o.jpg,False,https://www.yelp.com/biz/mezzrow-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,78,"[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 40.7345886, 'longitude': -74.0019226}",[],$$,"{'address1': '163 W 10th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['163 W 10th St', 'New York, NY 10014']}",+16464764346,(646) 476-4346,2045.0049921737925,second jazz bar experience and I absolutely love the whole scene.. this bar is located sort of in the basement and it may not look much from the outside but...,"Jazz listeners heaven. Small intimate listening room, get in line early to get an upfront seat. Pleasant staff, limited appetizer menu. Typical New York...",My friend and I happened upon here after Smalls (the sister jazz club down the street) seemed too packed to get a seat. While Smalls has rows of seats and...,"[{'open': [{'is_overnight': True, 'start': '1930', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1930', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '0730', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1930', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1930', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1930', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1930', 'end': '0030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
