,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,rev1,rev2,rev3,hours
0,WcFSkRTQ5pYqIppWeLVq2g,comic-strip-live-new-york-4,Comic Strip Live,https://s3-media4.fl.yelpcdn.com/bphoto/7lvzMtJjYYMc-f1UYRjo5A/o.jpg,False,https://www.yelp.com/biz/comic-strip-live-new-york-4?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,253,"[{'alias': 'comedyclubs', 'title': 'Comedy Clubs'}]",3.5,"{'latitude': 40.774787100239, 'longitude': -73.9537973403931}",[],$$,"{'address1': '1568 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1568 2nd Ave', 'New York, NY 10028']}",+12128619386,(212) 861-9386,4005.264196773538,I've gone here for over 35 years and have always enjoyed the shows. The comics are always good to great and the staff is very nice. There are no bad seats....,"Best comedy club in NYC in my opinion. I've been to a number, and this is hands down my favorite and the one where I always return.

The venue has improved...",My first time ever at a comedy club. My girlfriend and I got seats right up at the front and of course the compare picked her out the minute he got on stage...,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
1,lJSFwXLPULuSNV7rZ1736Q,the-wolfhound-astoria,The Wolfhound,https://s3-media1.fl.yelpcdn.com/bphoto/1Rp5iujCA7gfSgQce-YqNg/o.jpg,False,https://www.yelp.com/biz/the-wolfhound-astoria?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,35,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}]",4.5,"{'latitude': 40.76385, 'longitude': -73.91544}",[],$$,"{'address1': '38-14 30th Ave', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['38-14 30th Ave', 'Astoria, NY 11103']}",+17182042111,(718) 204-2111,1851.8914450511854,Ok so. This place was lit. Chill and cozy. I asked for a strawberry margarita and the bartender walked a crossed the street and bought real strawberries....,"Okay, full disclosure, this space has had plenty of turnover past several years. And. Not. One. Remained. Until now, folks. 

I've almost always overlooked...","After midnight and you're on the plantation with no other chores and can't sleep what do you do? 
If you answered take a walk and find a dive bar you're...","[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '0800', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
2,fqr2YzqzG7q1ZsuP2klxww,luna-asian-bistro-and-lounge-astoria,LUNA  Asian Bistro & Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/_GqD0B3Ma7S6rLM-Vsy4NA/o.jpg,False,https://www.yelp.com/biz/luna-asian-bistro-and-lounge-astoria?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,286,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.7573, 'longitude': -73.92068}","['pickup', 'delivery']",$$,"{'address1': '32-72 Steinway St', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['32-72 Steinway St', 'Astoria, NY 11103']}",+19178327911,(917) 832-7911,2698.07545568987,"(Note: The photos are from a few months ago; they are currently only open for takeout due to COVID-19)

I fell in love with this lounge a few months ago &...","Loved the food and service roof view was fine
I can imagine the summer weather when I sit outside 
I will be going back to experience that","I came here for a friend's birthday in a group of 10. She loves this place and used to come during the summer when the rooftop opened up. Also, no cake fee...","[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1230', 'end': '0100', 'day': 5}, {'is_overnight': True, 'start': '1230', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
3,MvLCuHIcEPvZ12RZdsSckA,domaine-wine-bar-long-island-city,Domaine Wine Bar,https://s3-media1.fl.yelpcdn.com/bphoto/dr2alRWPj7EPPVTLFW178A/o.jpg,False,https://www.yelp.com/biz/domaine-wine-bar-long-island-city?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,132,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",4.5,"{'latitude': 40.7425913214684, 'longitude': -73.9542330801487}",[],$$,"{'address1': '50-04 Vernon Blvd', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['50-04 Vernon Blvd', 'Long Island City, NY 11101']}",+17187842350,(718) 784-2350,5714.397737397342,"Great service, great wine, cozy space. Can't ask for much more.","Pour service, every time. 

Their happy hour deals are outrageously delicious (I think $18 for 6 oysters plus glass of wine), but my favorite part of the...",I've gone here multiple times and I always have a good time. It's super intimate and chill. There's a beautiful happy hour menu of 6 oysters and a glass of...,"[{'open': [{'is_overnight': True, 'start': '1630', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1630', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1630', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1630', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1630', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1630', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1630', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
4,pL7MK_PsDtrKdBm1xLPzkg,off-the-hook-raw-bar-and-grill-astoria,Off The Hook Raw Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/SH4k7pZ298P8vfFtuRJPdg/o.jpg,False,https://www.yelp.com/biz/off-the-hook-raw-bar-and-grill-astoria?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,418,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.767167, 'longitude': -73.918014}","['pickup', 'delivery']",$$,"{'address1': '28-08 34th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['28-08 34th St', 'Astoria, NY 11103']}",+17187212112,(718) 721-2112,1640.48376337327,"Checked this place out today, not sure how I really feel about it. 

Atmosphere- a little to tight and congested 

Food- grilled oyster is delicious, jerk...",This place does not deserve 4 stars. The last two times I've been here the service has left things to be desired and the lack of transparency is...,Sorry have to give 3 stars because of the service. First time here and I asked 3 questions. Was only one here. I asked if they had anything on tap? After...,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1500', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
5,eLBg1bINGOg1r07F3xBrzg,cavali-new-york-long-island-city-2,Cavali New York,https://s3-media2.fl.yelpcdn.com/bphoto/O98iYSAmrnd2rjV1eOGdjw/o.jpg,False,https://www.yelp.com/biz/cavali-new-york-long-island-city-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,3,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 40.752911, 'longitude': -73.923602}",[],,"{'address1': '3621 Steinway St', 'address2': None, 'address3': None, 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['3621 Steinway St', 'Long Island City, NY 11101']}",+17184409121,(718) 440-9121,3246.8898500140017,"This spot looks so nice, the decor is bomb and it's very spacious. I came here on a cold Friday night they had free hookah til 12 and open bar for women...","The night I went, the crowd was type young and the door practices were a little ridiculous. The DJ I came to support wasn't there but the music was still...",Nice ample space. Decor is nice. Good customer service. Full bar. Many sections with plenty of space to lounge. I was surprised at the amount of security...,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
6,iJX38wGhQFSQO3kchuRcMQ,fayrooz-hookah-lounge-and-bar-astoria-2,Fayrooz Hookah Lounge & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/DLJDmnugNP0MOXuaix5cGQ/o.jpg,False,https://www.yelp.com/biz/fayrooz-hookah-lounge-and-bar-astoria-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,199,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",3.0,"{'latitude': 40.765327, 'longitude': -73.9141269}","['pickup', 'delivery']",$$,"{'address1': '2808 Steinway St', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['2808 Steinway St', 'Astoria, NY 11103']}",+17182047667,(718) 204-7667,1659.1923987075231,"Had such a great experience here . Highly recommend this place . Got a few bottles,  they comped us a few things . Manager was always walking around making...",Came here on a Saturday night with a large group.  The place was pretty much filled up but we were able to get a table right next to the dj booth and fire...,This please is just not what once used to be. Music is basically not in sync with the videos playing (which are reruns of VEVO commercials). They charge $70...,"[{'open': [{'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 0}, {'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 1}, {'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 2}, {'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 3}, {'is_overnight': True, 'start': '1800', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1800', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
7,xrvy5KXhBdFL9UJz1kto6A,lic-beer-project-long-island-city,LIC Beer Project,https://s3-media2.fl.yelpcdn.com/bphoto/JpOTiTTZvzkfJhyfsWtt5Q/o.jpg,False,https://www.yelp.com/biz/lic-beer-project-long-island-city?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,127,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.7548729, 'longitude': -73.939375}",[],$,"{'address1': '39-28 23rd St', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['39-28 23rd St', 'Long Island City, NY 11101']}",+19178326840,(917) 832-6840,3859.144283489859,Laid-back brewery inside of a warehouse. Free popcorn and wifi if you want to chill. Free popcorn and live music if you want to chill without a computer....,"Very chill vibe. The crowd was very LIC - as evidenced by the strollers and dogs. They had a big projector up for the game which was cool. 

The beers...","Quick recap: if you like beer. Come. If you like free popcorn. Come. If you hate either or both, seek help ASAP. This place is dope.","[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
8,XFOeF0EbUakeSMMT5t6j3w,m-i-a-made-in-astoria-restaurant-and-lounge-astoria,M.I.A Made in Astoria Restaurant & Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/Yu_ZQVt8dPXZs_XcI4729w/o.jpg,False,https://www.yelp.com/biz/m-i-a-made-in-astoria-restaurant-and-lounge-astoria?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,43,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.0,"{'latitude': 40.77112, 'longitude': -73.926401}",[],$$,"{'address1': '27-35 21st St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['27-35 21st St', 'Astoria, NY 11102']}",+17186509848,(718) 650-9848,1891.1330116367396,It's my second time at Mia . Great atmosphere nice music from Dj . Staff is professional and super friendly and attentive always on point . The second time...,2 stars because the bartenders and servers were friendly. The problem lies within the kitchen and the false claim to provide anything remotely tasty or...,The place is chill and the bartenders are cool but the food is super trash. Enter at your own risk.,"[{'open': [{'is_overnight': True, 'start': '1800', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1800', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1800', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1800', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1800', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
9,-0fjWWC2SY6kNxGfD8PKGg,palermo-restaurant-and-bar-astoria-2,Palermo Restaurant & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/hZE1f-xwwBVwcnUwh2Cozw/o.jpg,False,https://www.yelp.com/biz/palermo-restaurant-and-bar-astoria-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,210,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.7769088448014, 'longitude': -73.9212289547099}","['pickup', 'delivery']",$$,"{'address1': '2392 21st St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['2392 21st St', 'Astoria, NY 11105']}",+17182670010,(718) 267-0010,1257.9647276936407,"Ordered take-out during the COVID-19 shutdown. Wonderful to find that Palermo is open for take-out and deliveries. I placed an order online using Slice, and...","The ambiance of this place is amazing. The staff is friendly and the food is delicious!!! 
I recommend the linguine carbonara!! And the SQUARA PIZZA!!!!...","Started off with their baked clams with lemon sauce, was the best part of our meal. Though I wish it was more than 6 pcs for $12.00-pretty pricey. Had the...","[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
