,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price,rev1,rev2,rev3,hours
0,zB1CaSLJ_b7qe7EAbmO5bw,priceless-lyaness-new-york,PRICELESS | Lyaness,https://s3-media2.fl.yelpcdn.com/bphoto/43jtAvikxBgY5Ct18AT6zg/o.jpg,False,https://www.yelp.com/biz/priceless-lyaness-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,6,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",5.0,"{'latitude': 40.72086, 'longitude': -74.00595}",[],"{'address1': '6 St Johns Ln', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['6 St Johns Ln', 'New York, NY 10013']}",+12122575615,(212) 257-5615,1784.822689853787,,"What a wonderful experience.. enough to make your day worth it. Such a beautiful set up, classy ambience, tasty appetizers and perfect cocktails.
I...","What an amazing experience! Any cocktail fan should check this place out while it's still here (runs until the end of this week I believe).

MasterCard and...","Went to a one night special event , hosted by Chef Marcus Samuelsson. The cocktails and tapas were scrumptious. Great collab - I've never been to the one in...","[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0030', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0030', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0030', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0030', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0030', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
1,G-J99nXShLckBGZkQnzhEA,barbacon-union-square-new-york-2,BarBacon Union Square,https://s3-media3.fl.yelpcdn.com/bphoto/rlN5R4Eql2tNQ98O1x10zA/o.jpg,False,https://www.yelp.com/biz/barbacon-union-square-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,144,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.73324, 'longitude': -73.9896}","['restaurant_reservation', 'delivery', 'pickup']","{'address1': '127 4th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['127 4th Ave', 'New York, NY 10003']}",+12124770104,(212) 477-0104,1872.795523331053,$$,"A group of us came here for UFC 248. Great place for bacon and UFC. 
We got the bacon taster with beer flight, pork belly burnt ends, lamb burger and Mac...","Definitely not a misleading restaurant name. There is bacon on every dish so you'll be able to leave happy and stuffed full of bacon grease! 

I arrived...",Went here back in December with my better half and our friends. Enjoyed it! I love the atmosphere of this place and our server was so nice. We are big fans...,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
2,dCUGRMLTI3Jc52aSw1aWFw,ticos-tequila-bar-new-york,Tico's Tequila Bar,https://s3-media1.fl.yelpcdn.com/bphoto/7rYBX02RaKgA6f5hSjp1eA/o.jpg,False,https://www.yelp.com/biz/ticos-tequila-bar-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7207565, 'longitude': -73.9872284}",[],"{'address1': '151 Essex St', 'address2': '', 'address3': 'Underneath Tijuana Picnic', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['151 Essex St', 'Underneath Tijuana Picnic', 'New York, NY 10002']}",+12122192000,(212) 219-2000,485.5235355050052,$$$,Went to the rooftop here. The staff at the bar was super friendly and helpful. So we ordered about 7 Appitizars and wanted to sit down and enjoy our food....,This place is a good time. You can order the tacos from Tijuana's Picnic upstairs and they are absolutely delicious. Spicy Margarita is strong & spicy with...,No Review,
3,LfidEPow3frAvGHdRUpODA,vig-bar-new-york,Vig Bar,https://s3-media1.fl.yelpcdn.com/bphoto/dreNKDRkmdawv46_sNv_EQ/o.jpg,False,https://www.yelp.com/biz/vig-bar-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,162,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.5,"{'latitude': 40.72114, 'longitude': -73.994645}",[],"{'address1': '12 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['12 Spring St', 'New York, NY 10012']}",+12126250011,(212) 625-0011,917.2475476223813,$$,This is a great neighborhood bar to come for drinks during happy hour. The crowd is a mix of locals and tourists. Ordered some Don Julio margaritas and they...,I think back on the many raucous nights I've spent at Vig Bar with the utmost fondness and nostalgia. Though the jaded New Yorker in me wouldn't consider...,"Stumbled into this place on a rainy weekday and fell in love. They have a pretty good HH, which is one of my favorite phrases to hear.

The bartenders have...","[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
4,mU6WrrCafAXEH2J-AG4Dzg,playhouse-bar-new-york,Playhouse Bar,,False,https://www.yelp.com/biz/playhouse-bar-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,5,"[{'alias': 'gaybars', 'title': 'Gay Bars'}]",2.5,"{'latitude': 40.7330397, 'longitude': -74.0033267}",[],"{'address1': '100 7th Ave S', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['100 7th Ave S', 'New York, NY 10014']}",,,2362.3915965008237,,"Visiting from the West Coast. 
This bar has a club vibe on a Saturday night.
No cover, drinks run at about $9. 
The first bartender's drink was weak, but...","Honestly, I don't know where they got their staff, but I have never been treated so rudely by someone at the door. So I walk up around midnight, walk in,...",I ordered a Long Island and some drunk bumped into our table right after getting it and I didn't even get to take one sip. Bartender charged me and said he...,"[{'open': [{'is_overnight': True, 'start': '1400', 'end': '0300', 'day': 0}, {'is_overnight': True, 'start': '1400', 'end': '0300', 'day': 1}, {'is_overnight': True, 'start': '1400', 'end': '0300', 'day': 2}, {'is_overnight': True, 'start': '1400', 'end': '0300', 'day': 3}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
5,-9MLyUR2SyI2zXBBvksj3A,jackdaw-new-york-2,Jackdaw,https://s3-media1.fl.yelpcdn.com/bphoto/Lpc--kNUKbLFw2AXvOs5jg/o.jpg,False,https://www.yelp.com/biz/jackdaw-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,57,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.73183, 'longitude': -73.98557}",[],"{'address1': '213 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['213 2nd Ave', 'New York, NY 10003']}",+12125079333,(212) 507-9333,1696.0303426288915,$$,We came here with a pulsd brunch coupon. The staff were amazing and the food was very fresh... Our drinks were never empty. They had 2 bartenders and a...,"STAY AT HOME, EVERYONE. FLATTEN THE CURVE!!!

Cocktails on tap, pretty long happy hour, hip crowd, big space!

Jackdaw has it all! Their draft old...","Jackdaw has a rude and aggressive waitstaff.

Within seconds of entering this establishment I was hounded by the wait staff to order food or a drink....","[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
6,3RJBindOTllglQ85kflnWw,new-york-comedy-club-new-york-5,New York Comedy Club,https://s3-media2.fl.yelpcdn.com/bphoto/76IOFgWlAgmhd8hX-8FkKA/o.jpg,False,https://www.yelp.com/biz/new-york-comedy-club-new-york-5?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,28,"[{'alias': 'comedyclubs', 'title': 'Comedy Clubs'}]",3.5,"{'latitude': 40.72649, 'longitude': -73.98988}",[],"{'address1': '85 E 4th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['85 E 4th St', 'New York, NY 10003']}",+12126965233,(212) 696-5233,1167.9844593571063,,"Visiting NYCC was ""plan-B"" since the Comedy Cellar was sold-out. This was awesome! This is a great date-night idea. 

Don't sit in the first two rows unless...",I came here with my boyfriend and really enjoyed my evening. The tickets are definitely worth the comedic value you receive when coming here; at least the...,This business can't get its stuff together enough to get the right fine print into their Groupons. I purchased a Groupon for this place aka the EAST...,"[{'open': [{'is_overnight': False, 'start': '1900', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1900', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1900', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1900', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1900', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1900', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
7,0xEefAdxIhNCI28RUr98nA,art-soho-new-york,ART SoHo,https://s3-media4.fl.yelpcdn.com/bphoto/OQAQFS7w44b3mxH3EL4i5Q/o.jpg,False,https://www.yelp.com/biz/art-soho-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,43,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.5,"{'latitude': 40.72439, 'longitude': -74.00799}",[],"{'address1': '231 Hudson St', 'address2': 'Fl 11', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['231 Hudson St', 'Fl 11', 'New York, NY 10013']}",+16465188882,(646) 518-8882,2089.333068294533,$$,"Ever since we booked to stay at the Arlo Hotel, I had been wanting to check out the rooftop bar. Today we arrived in NYC. When we tried to initially...",Interesting rooftop in the south village. It is not too upscale like the ones in the west village. This has more of a bootleg hipster feel to it. We didn't...,Such a cool rooftop! Was able to watch the sunset here on my birthday! Loved this place and the holiday decor is so festive!,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
8,xHjjCyBmMpS3n4lzSFVUmg,vandal-nightclub-new-york-2,Vandal Nightclub,https://s3-media2.fl.yelpcdn.com/bphoto/Pf9PLDsm0xjppGdVyisCPQ/o.jpg,False,https://www.yelp.com/biz/vandal-nightclub-new-york-2?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,1,"[{'alias': 'lounges', 'title': 'Lounges'}]",1.0,"{'latitude': 40.72104, 'longitude': -73.99326}",[],"{'address1': '199 Bowery', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['199 Bowery', 'New York, NY 10002']}",+16467903451,(646) 790-3451,803.9954992986933,,Horrible horrible horrible!!! They do not let people in and if they do you need to spend at lest two thousand dollars for a table. Bouncer is extremely...,No Review,No Review,"[{'open': [{'is_overnight': True, 'start': '2100', 'end': '0300', 'day': 3}, {'is_overnight': True, 'start': '2100', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '2100', 'end': '0300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
9,dCcO8zw1xTgPs0HIHbiksA,night-music-new-york,Night Music,https://s3-media1.fl.yelpcdn.com/bphoto/Z9bu5lAokrNIkgnIA5hP_w/o.jpg,False,https://www.yelp.com/biz/night-music-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,34,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 40.72658, 'longitude': -73.98454}","['delivery', 'pickup']","{'address1': '111 E 7th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['111 E 7th St', 'New York, NY 10009']}",+16467670476,(646) 767-0476,1123.0886492424352,,Night Music is an exotic vegetable fusion restaurant and sister bar to Ladybird located right next door. The lively atmosphere and unique menu is a perfect...,"Like its sister restaurant Ladybird, what the food lacks for in flavor and execution is made up with a ton of salt and deep frying.

I came to Night Music...","I was recommended to Night Music by a manager at Ladybird. After going to Night Music several times, I decided to have my birthday with 24 guests there....","[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
