,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price,rev1,rev2,rev3
0,n_v9OKs_5Q6GWFgqVPA3Lg,bar-illegal-new-york,Bar Illegal,https://s3-media3.fl.yelpcdn.com/bphoto/ozFJxc08ucMdC3SJSy3H0g/o.jpg,False,https://www.yelp.com/biz/bar-illegal-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,1,"[{'alias': 'bars', 'title': 'Bars'}]",5.0,"{'latitude': 40.7284, 'longitude': -73.98747}",[],"{'address1': '38 St Marks Pl', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['38 St Marks Pl', 'New York, NY 10003']}",,,665.191359256971,,Stumbled k to this place after swing stomp. Records playing great tequila and service. What a fun find! Hope it's not illegal!,No Review,No Review
1,0QgWO521AjSa_gvXmmQ48A,sundays-well-new-york,Sundays Well,https://s3-media1.fl.yelpcdn.com/bphoto/aAZXB1m0eaorjClRn4XFnQ/o.jpg,False,https://www.yelp.com/biz/sundays-well-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,2,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",5.0,"{'latitude': 40.74096, 'longitude': -73.98181}",[],"{'address1': '360 3rd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['360 3rd Ave', 'New York, NY 10016']}",+16467073190,(646) 707-3190,1589.5390303129,,Can't say enough good things about this place! We stopped in for a drink this past Saturday night before heading to a dinner reservation nearby. We were...,New bar.  Total renovation for the  best!  Good amount of space at bar.  Great cocktails!,No Review
2,q4oqvj0o8DQIDiOICjBraQ,subject-new-york-4,Subject,https://s3-media2.fl.yelpcdn.com/bphoto/u-Iwu5owB266tPEjJKQ3cQ/o.jpg,False,https://www.yelp.com/biz/subject-new-york-4?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,181,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.72147, 'longitude': -73.9847}","['delivery', 'pickup']","{'address1': '188 Suffolk St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['188 Suffolk St', 'New York, NY 10002']}",+16464227898,(646) 422-7898,706.8034021456323,$$,"Subject is great. On a weeknight, it's a semi-low key cocktail bar with some interesting mixes. Their take on a Manhattan (the Society Street) was good, but...","Small but cozy little bar in LES, which wasn't crazy packed for a Friday night (something I can always appreciate!). My friends and I made a last minute...","I really enjoy coming to this bar. The staff is super friendly, the music is always chill, and it's a general good vibes place where you don't feel like..."
3,iXmDaPsgylG1kHPLli15MQ,fat-buddha-new-york,Fat Buddha,https://s3-media3.fl.yelpcdn.com/bphoto/OZ4LvWCnQ9Pf6bWLYYx02w/o.jpg,False,https://www.yelp.com/biz/fat-buddha-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,620,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",3.5,"{'latitude': 40.7298105, 'longitude': -73.9805949}","['delivery', 'pickup']","{'address1': '212 Ave A', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['212 Ave A', 'New York, NY 10009']}",+12125980500,(212) 598-0500,343.8322881361369,$$,"My first time here and I had fun here, the drinks were okay nothing crazy, however the bartenders were very attentive and very nice. The atmosphere was good...","Is a nice place to go if you want to be around people, however the buffalo cauliflower wasn't that great. Wonderful presentation but the taste didn't really...",Came here for nye and it was pretty amazing. They had a special on the drinks and it was amazing. You just have to know how to treat your bartenders well. I...
4,9Ri8et0HTPwzQDg8nUZTBw,book-club-new-york,Book Club,https://s3-media4.fl.yelpcdn.com/bphoto/VMTPH1AZB-WtUBiRiGq5CQ/o.jpg,False,https://www.yelp.com/biz/book-club-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,17,"[{'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,"{'latitude': 40.723015, 'longitude': -73.983207}",[],"{'address1': '197 E 3rd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['197 E 3rd St', 'New York, NY 10009']}",+16466784160,(646) 678-4160,500.2260804027654,,"Book Club is as good as it gets. There's no better way to spend a day off than coming here, ordering a cappuccino, and destressing with a good book. With...",Possibly the best cafe that I can actual visit.... ever! I love that I can just chill here during my work breaks! It is so amazing that this cafe is also a...,"Book Club is exactly what Alphabet City needed. So so many cafes have moved away from comfortable seating to move customers more quickly, but Book Club is..."
5,3kpnhgKv2r8W8AUHa3sivQ,parkside-lounge-new-york,Parkside Lounge,https://s3-media4.fl.yelpcdn.com/bphoto/IADjOchwWqokdFHlyHpyKA/o.jpg,False,https://www.yelp.com/biz/parkside-lounge-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,174,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7210078, 'longitude': -73.9832434}",[],"{'address1': '317 E Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['317 E Houston St', 'New York, NY 10002']}",+12126736270,(212) 673-6270,697.9574318895204,$,"Visited Parkside Lounge to have a few beers with a friend on his birthday. It's a dive bar, but it also has a stage/venue in the back. It happened to be...","This is my new spot. 

Drink specials are the best in the neighborhood and the staff is always so friendly. 

This is my type of dive bar. It's gritty...","This is the WORST bar I've ever been to in Manhattan. The bartender took my friends drink away, and my friend simply asked ""hey just curious did you take my..."
6,B7ffxlTCckjiSMfpzF6Iiw,pub-crawl-new-york-new-york,Pub Crawl New York,https://s3-media1.fl.yelpcdn.com/bphoto/ojeervv1K9M0QyQGTGe7mg/o.jpg,False,https://www.yelp.com/biz/pub-crawl-new-york-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,2,"[{'alias': 'barcrawl', 'title': 'Bar Crawl'}]",5.0,"{'latitude': 40.7215004, 'longitude': -73.9836731}",[],"{'address1': 'East Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['East Houston St', 'New York, NY 10002']}",,,697.4707818869289,,I went in there on thanksgiving eve not knowing what to expect..my friend who put me on to this guaranteed me that it would be an awesome night....we...,"As an avid NYC tourist and now resident, I have gone on this pub crawl two years in a row and it is genuinely the most fun I have ever had in this city! The...",No Review
7,uFRbWHqcD3mh5HX_vkQm8A,drop-off-service-new-york,Drop Off Service,https://s3-media2.fl.yelpcdn.com/bphoto/fgP8EbWeZt_H2y-40E6yaQ/o.jpg,False,https://www.yelp.com/biz/drop-off-service-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,301,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.72993, 'longitude': -73.9809}",[],"{'address1': '211 Ave A', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['211 Ave A', 'New York, NY 10009']}",+12122602914,(212) 260-2914,360.74401800296465,$,"This is a cool place. They play good music, and it's mainly regulars that come here. Has a bit of an old school, grungy vibe, but very, very chill. It used...","Another in a long line of bars named after the place that used to occupy the same location, saving the company maybe, what, 250 bucks?
Anyway, a dive bar...","I've been coming to drop off service for almost 3 years. I love this place, usually not super crowded and great happy hour/beer selection. Also you can..."
8,-dQexkmhlgbiKvZ94jBmjQ,dear-irving-new-york,Dear Irving,https://s3-media3.fl.yelpcdn.com/bphoto/OElWI1r3u6qkAiu0_MxXmg/o.jpg,False,https://www.yelp.com/biz/dear-irving-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,643,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 40.7360568971331, 'longitude': -73.9872401005554}",[],"{'address1': '55 Irving Pl', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['55 Irving Pl', 'New York, NY 10003']}",,,1201.112850126996,$$$,"My night started off being greeted by the most perfect service angel I've ever had the pleasure of knowing, Jamie. She sold me the Grove Groove which put me...",Great upscale drinks spot! Came here with another couple on a Thursday night around 6:30 and it was packed! I suggest making a reservation through Resy if...,"I loved the drinks. I loved the vibe. The space is beautiful and I always like a place that has a call button for service! 

I didn't realize it was a..."
9,nGyffNA23K4sO08rKB2E5g,good-night-sonny-new-york,Good Night Sonny,https://s3-media3.fl.yelpcdn.com/bphoto/MFiw5153Ysrlsjf9fNf9dA/o.jpg,False,https://www.yelp.com/biz/good-night-sonny-new-york?adjust_creative=xC4n-h7ZGIsND4SXpQ_Fzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xC4n-h7ZGIsND4SXpQ_Fzg,263,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.72768, 'longitude': -73.98502}",[],"{'address1': '134 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['134 1st Ave', 'New York, NY 10009']}",+16466923254,(646) 692-3254,436.7870054426794,$$,"I love this spot for their $1 oysters during HH from 4-7pm on weekdays. THEY PROVIDE YOU ALL THEIR OYSTERS for happy hour, not just one kind. My favorite...","Solid, solid happy hour joint.

Great lobster rolls.

Even greater happy hour oyster selection, and super refreshing.

Loved the margarita cocktails.

I'd...","Late night edition top 3 takeaways:
1) Lobster rolls are insane
2) 90s hip hop to close out the night
3) Diverse crowd"
